lat0,lat1,LONGITUDE,LATITUDE,,,,,,
-9805944.281,4333186.608,-98.05944281,43.33186608,,,,,,
-9895030.551,4246929.486,-98.95030551,42.46929486,,,,,,
-9897096.466,4317684.761,-98.97096466,43.17684761,,,,,,
-9263718.901,4297031.36,-92.63718901,42.9703136,,,,,,
-9819166.975,4360943.172,-98.19166975,43.60943172,,,,,,
-9655511.973,4262298.647,-96.55511973,42.62298647,,,,,,
-9327710.921,4348144.286,-93.27710921,43.48144286,,,,,,
-9535671.598,4164755.058,-95.35671598,41.64755058,,,,,,
-9552003.796,4348420.074,-95.52003796,43.48420074,,,,,,
-9521827.848,4168249.583,-95.21827848,41.68249583,,,,,,
-9108418.408,4370512.699,-91.08418408,43.70512699,,,,,,
-9333694.48,4331774.28,-93.3369448,43.3177428,,,,,,
-9546456.426,4285623.746,-95.46456426,42.85623746,,,,,,
-9537351.002,4305785.977,-95.37351002,43.05785977,,,,,,
-9588669.31,4250420.804,-95.8866931,42.50420804,,,,,,
-9215320.008,4374747.836,-92.15320008,43.74747836,,,,,,
-9518322.165,4323053.9,-95.18322165,43.230539,,,,,,
-9519246.352,4280559.405,-95.19246352,42.80559405,,,,,,
-9390886.741,4209360.198,-93.90886741,42.09360198,,,,,,
-9443866.061,4320566.654,-94.43866061,43.20566654,,,,,,
-9526023.059,4253396.544,-95.26023059,42.53396544,,,,,,
-9559244.549,4330345.066,-95.59244549,43.30345066,,,,,,
-9579579.637,4336919.666,-95.79579637,43.36919666,,,,,,
-9223794.75,4307447.075,-92.2379475,43.07447075,,,,,,
-9187993.818,4349333.981,-91.87993818,43.49333981,,,,,,
-9555674.155,4260059.766,-95.55674155,42.60059766,,,,,,
-9574585.013,4324509.06,-95.74585013,43.2450906,,,,,,
-9511747.088,4370475.611,-95.11747088,43.70475611,,,,,,
-9491521.252,4310416.542,-94.91521252,43.10416542,,,,,,
-9471085.623,4207179.677,-94.71085623,42.07179677,,,,,,
-9343423.514,4295208.61,-93.43423514,42.9520861,,,,,,
-9494090.809,4163864.969,-94.94090809,41.63864969,,,,,,
-9331326.052,4293732.615,-93.31326052,42.93732615,,,,,,
-9353751.202,4286753.138,-93.53751202,42.86753138,,,,,,
-9564278.432,4191589.173,-95.64278432,41.91589173,,,,,,
-9357685.97,4345301.465,-93.5768597,43.45301465,,,,,,
-9412008.005,4274684.833,-94.12008005,42.74684833,,,,,,
-9490446.577,4187369.295,-94.90446577,41.87369295,,,,,,
-9310569.83,4380659.174,-93.1056983,43.80659174,,,,,,
-9618540.643,4277957.666,-96.18540643,42.77957666,,,,,,
-9302486.239,4281991.363,-93.02486239,42.81991363,,,,,,
-9862399.452,4184526.78,-98.62399452,41.8452678,,,,,,
-9738533.144,4269476.503,-97.38533144,42.69476503,,,,,,
-9613038.349,4244505.988,-96.13038349,42.44505988,,,,,,
-9697538.19,4314625.072,-96.9753819,43.14625072,,,,,,
-9691073.088,4234576.81,-96.91073088,42.3457681,,,,,,
-9761941.964,4344537.211,-97.61941964,43.44537211,,,,,,
-9860042.992,4298797.397,-98.60042992,42.98797397,,,,,,
-9851480.167,4266160.171,-98.51480167,42.66160171,,,,,,
-9950039.742,4320334.995,-99.50039742,43.20334995,,,,,,
-9781125.051,4329871.572,-97.81125051,43.29871572,,,,,,
-9814441.272,4335463.754,-98.14441272,43.35463754,,,,,,
-9704003.547,4347964.584,-97.04003547,43.47964584,,,,,,
-9854205.413,4228094.513,-98.54205413,42.28094513,,,,,,
-9810599.522,4263923.063,-98.10599522,42.63923063,,,,,,
-9761902.603,4369844.237,-97.61902603,43.69844237,,,,,,
-9866263.731,4206392.315,-98.66263731,42.06392315,,,,,,
-9856932.058,4200218.469,-98.56932058,42.00218469,,,,,,
-9939574.762,4244800.665,-99.39574762,42.44800665,,,,,,
-9650116.538,4330474.867,-96.50116538,43.30474867,,,,,,
-9356781.931,4311851.293,-93.56781931,43.11851293,,,,,,
-9583531.563,4230571.692,-95.83531563,42.30571692,,,,,,
-9540672.752,4165703.434,-95.40672752,41.65703434,,,,,,
-9360524.367,4316144.451,-93.60524367,43.16144451,,,,,,
-9550054.71,4259969.763,-95.5005471,42.59969763,,,,,,
-9322249.638,4331614.683,-93.22249638,43.31614683,,,,,,
-9477275.256,4380852.367,-94.77275256,43.80852367,,,,,,
-9544081.085,4177541.175,-95.44081085,41.77541175,,,,,,
-9556848.403,4361354.932,-95.56848403,43.61354932,,,,,,
-9120693.751,4372659.231,-91.20693751,43.72659231,,,,,,
-9269705.958,4307228.956,-92.69705958,43.07228956,,,,,,
-9581566.171,4192953.421,-95.81566171,41.92953421,,,,,,
-9470939.816,4224592.191,-94.70939816,42.24592191,,,,,,
-9272137.707,4329017.09,-92.72137707,43.2901709,,,,,,
-9509451.317,4208918.178,-95.09451317,42.08918178,,,,,,
-9164187.14,4374686.187,-91.6418714,43.74686187,,,,,,
-9560201.658,4276466.392,-95.60201658,42.76466392,,,,,,
-9493578.458,4370761.991,-94.93578458,43.70761991,,,,,,
-9594241.655,4181072.112,-95.94241655,41.81072112,,,,,,
-9562520.056,4311499.48,-95.62520056,43.1149948,,,,,,
-9484932.215,4297189.286,-94.84932215,42.97189286,,,,,,
-9266588.308,4377988.549,-92.66588308,43.77988549,,,,,,
-9532692.126,4247596.848,-95.32692126,42.47596848,,,,,,
-9348189.332,4274301.897,-93.48189332,42.74301897,,,,,,
-9516032.763,4295579.374,-95.16032763,42.95579374,,,,,,
-9499080.59,4292615.8,-94.9908059,42.926158,,,,,,
-9397676.152,4228791.808,-93.97676152,42.28791808,,,,,,
-9237456.091,4316642.411,-92.37456091,43.16642411,,,,,,
-9491669.275,4334738.547,-94.91669275,43.34738547,,,,,,
-9497928.976,4348442.378,-94.97928976,43.48442378,,,,,,
-9500603.253,4360888.337,-95.00603253,43.60888337,,,,,,
-9444479.061,4265236.064,-94.44479061,42.65236064,,,,,,
-9393432.105,4277506.682,-93.93432105,42.77506682,,,,,,
-9332608.908,4337648.219,-93.32608908,43.37648219,,,,,,
-9564713.181,4191742.519,-95.64713181,41.91742519,,,,,,
-8982918.27,4145373.292,-89.8291827,41.45373292,,,,,,
-9014171.343,4309906.704,-90.14171343,43.09906704,,,,,,
-9234920.504,4235832.148,-92.34920504,42.35832148,,,,,,
-8987606.45,4186255.099,-89.8760645,41.86255099,,,,,,
-8825504.484,4198594.447,-88.25504484,41.98594447,,,,,,
-8975545.741,4348270.794,-89.75545741,43.48270794,,,,,,
-8718776.558,4091549.852,-87.18776558,40.91549852,,,,,,
-8818709.843,4229495.006,-88.18709843,42.29495006,,,,,,
-8588632.878,4204515.091,-85.88632878,42.04515091,,,,,,
-8970276.142,4219998.083,-89.70276142,42.19998083,,,,,,
-8807244.312,4220437.522,-88.07244312,42.20437522,,,,,,
-8809609.319,4143198.88,-88.09609319,41.4319888,,,,,,
-8555769.778,4246075.206,-85.55769778,42.46075206,,,,,,
-8917476.306,4231821.456,-89.17476306,42.31821456,,,,,,
-9109966.432,4213373.479,-91.09966432,42.13373479,,,,,,
-8872100.842,4226324.756,-88.72100842,42.26324756,,,,,,
-8997096.165,4191450.318,-89.97096165,41.91450318,,,,,,
-8846650.523,4197966.106,-88.46650523,41.97966106,,,,,,
-8690325.957,4259601.249,-86.90325957,42.59601249,,,,,,
-8605933.61,4348830.952,-86.0593361,43.48830952,,,,,,
-9055190.363,4229028.15,-90.55190363,42.2902815,,,,,,
-8898919.705,4286075.913,-88.98919705,42.86075913,,,,,,
-8673117.957,4134003.633,-86.73117957,41.34003633,,,,,,
-8918700.61,4218928.558,-89.1870061,42.18928558,,,,,,
-9021675.071,4317956.991,-90.21675071,43.17956991,,,,,,
-8891182.936,4285248.532,-88.91182936,42.85248532,,,,,,
-9386490.089,4290276.764,-93.86490089,42.90276764,,,,,,
-9832699.427,4342287.829,-98.32699427,43.42287829,,,,,,
-9730001.095,4193570.175,-97.30001095,41.93570175,,,,,,
-9940730.341,4346358.194,-99.40730341,43.46358194,,,,,,
-9932653.764,4274923.264,-99.32653764,42.74923264,,,,,,
-9823356.921,4194486.234,-98.23356921,41.94486234,,,,,,
-9821089.331,4338533.543,-98.21089331,43.38533543,,,,,,
-9613673.147,4292562.861,-96.13673147,42.92562861,,,,,,
-9963210.407,4312778.804,-99.63210407,43.12778804,,,,,,
-9897002.497,4334183.289,-98.97002497,43.34183289,,,,,,
-9921561.114,4240300.567,-99.21561114,42.40300567,,,,,,
-9849481.595,4352320.456,-98.49481595,43.52320456,,,,,,
-9663222.636,4359456.883,-96.63222636,43.59456883,,,,,,
-9706017.657,4338490.861,-97.06017657,43.38490861,,,,,,
-9650335.686,4359692.485,-96.50335686,43.59692485,,,,,,
-9624884.763,4229964.845,-96.24884763,42.29964845,,,,,,
-9934209.996,4293957.059,-99.34209996,42.93957059,,,,,,
-9819574.098,4187815.984,-98.19574098,41.87815984,,,,,,
-9851503.182,4181070.048,-98.51503182,41.81070048,,,,,,
-9768283.696,4366350.337,-97.68283696,43.66350337,,,,,,
-9803143.682,4192181.081,-98.03143682,41.92181081,,,,,,
-9637406.196,4371020.333,-96.37406196,43.71020333,,,,,,
-10017119.89,4208322.901,-100.1711989,42.08322901,,,,,,
-9733502.619,4275383.096,-97.33502619,42.75383096,,,,,,
-9302060.421,4271647.924,-93.02060421,42.71647924,,,,,,
-9334038.628,4301599.829,-93.34038628,43.01599829,,,,,,
-9483842.603,4212466.386,-94.83842603,42.12466386,,,,,,
-9265752.703,4272214.911,-92.65752703,42.72214911,,,,,,
-9410106.438,4369840.897,-94.10106438,43.69840897,,,,,,
-9392120.084,4227448.83,-93.92120084,42.2744883,,,,,,
-9292557.492,4313745.738,-92.92557492,43.13745738,,,,,,
-9282540.093,4379093.203,-92.82540093,43.79093203,,,,,,
-9466893.81,4296367.446,-94.6689381,42.96367446,,,,,,
-9418006.949,4371975.9,-94.18006949,43.719759,,,,,,
-9280273.042,4267576.752,-92.80273042,42.67576752,,,,,,
-9592018.019,4354752.008,-95.92018019,43.54752008,,,,,,
-9380272.408,4271898.132,-93.80272408,42.71898132,,,,,,
-9236093.481,4354909.685,-92.36093481,43.54909685,,,,,,
-9539296.038,4279087.595,-95.39296038,42.79087595,,,,,,
-9482112.213,4276819.691,-94.82112213,42.76819691,,,,,,
-9363394.157,4288182.729,-93.63394157,42.88182729,,,,,,
-9351752.556,4291996.005,-93.51752556,42.91996005,,,,,,
-9215434.532,4371232.291,-92.15434532,43.71232291,,,,,,
-9487139.56,4165484.148,-94.8713956,41.65484148,,,,,,
-9580639.108,4254135.032,-95.80639108,42.54135032,,,,,,
-9260381.659,4297457.275,-92.60381659,42.97457275,,,,,,
-9541229.376,4208790.98,-95.41229376,42.0879098,,,,,,
-9253015.43,4352973.878,-92.5301543,43.52973878,,,,,,
-9602171.784,4184572.369,-96.02171784,41.84572369,,,,,,
-9436483.099,4269661.278,-94.36483099,42.69661278,,,,,,
-9557439.711,4318285.352,-95.57439711,43.18285352,,,,,,
-9542613.238,4222065.878,-95.42613238,42.22065878,,,,,,
-9360253.361,4292713.997,-93.60253361,42.92713997,,,,,,
-9166693.874,4327261.422,-91.66693874,43.27261422,,,,,,
-9431421.852,4269080.121,-94.31421852,42.69080121,,,,,,
-9468657.533,4367784.459,-94.68657533,43.67784459,,,,,,
-9397020.722,4164482.576,-93.97020722,41.64482576,,,,,,
-9667258.486,4289249.572,-96.67258486,42.89249572,,,,,,
-9330367.072,4263665.537,-93.30367072,42.63665537,,,,,,
-9583980.841,4293598.512,-95.83980841,42.93598512,,,,,,
-9488674.09,4285610.923,-94.8867409,42.85610923,,,,,,
-9582379.802,4236982.627,-95.82379802,42.36982627,,,,,,
-9511512.258,4314834.125,-95.11512258,43.14834125,,,,,,
-9536820.523,4185946.713,-95.36820523,41.85946713,,,,,,
-9446071.139,4252008.193,-94.46071139,42.52008193,,,,,,
-9512749.203,4248945.205,-95.12749203,42.48945205,,,,,,
-9469017.627,4188801.726,-94.69017627,41.88801726,,,,,,
-9210947.796,4338159.604,-92.10947796,43.38159604,,,,,,
-9561903.609,4163199.243,-95.61903609,41.63199243,,,,,,
-9274568.961,4284148.929,-92.74568961,42.84148929,,,,,,
-9435205.488,4249494.312,-94.35205488,42.49494312,,,,,,
-9419513.609,4226293.827,-94.19513609,42.26293827,,,,,,
-9447546.384,4365337.611,-94.47546384,43.65337611,,,,,,
-9337021.366,4300582.048,-93.37021366,43.00582048,,,,,,
-9379535.658,4302339.096,-93.79535658,43.02339096,,,,,,
-9633989.077,4363350.649,-96.33989077,43.63350649,,,,,,
-9697981.468,4338616.191,-96.97981468,43.38616191,,,,,,
-9724459.877,4338034.103,-97.24459877,43.38034103,,,,,,
-9746538.921,4238730.537,-97.46538921,42.38730537,,,,,,
-9647479.752,4365383.339,-96.47479752,43.65383339,,,,,,
-9720035.075,4224081.326,-97.20035075,42.24081326,,,,,,
-9719698.304,4307651.325,-97.19698304,43.07651325,,,,,,
-9615598.94,4202220.107,-96.1559894,42.02220107,,,,,,
-9777964.841,4247875.011,-97.77964841,42.47875011,,,,,,
-9857179.679,4174612.155,-98.57179679,41.74612155,,,,,,
-9934139.281,4245755.048,-99.34139281,42.45755048,,,,,,
-9967357.071,4273713.852,-99.67357071,42.73713852,,,,,,
-9951416.718,4283538.573,-99.51416718,42.83538573,,,,,,
-9943094.531,4294246.646,-99.43094531,42.94246646,,,,,,
-9813212.629,4268723.946,-98.13212629,42.68723946,,,,,,
-9665485.444,4294534.878,-96.65485444,42.94534878,,,,,,
-9755927.113,4359828.341,-97.55927113,43.59828341,,,,,,
-9945796.572,4309073.627,-99.45796572,43.09073627,,,,,,
-9874949.317,4203379.3,-98.74949317,42.033793,,,,,,
-9648934.736,4178436.821,-96.48934736,41.78436821,,,,,,
-9613199.72,4165645.27,-96.1319972,41.6564527,,,,,,
-9785821.923,4344282.107,-97.85821923,43.44282107,,,,,,
-9831008.921,4173574.121,-98.31008921,41.73574121,,,,,,
-9822811.048,4207542.271,-98.22811048,42.07542271,,,,,,
-9670717.031,4190363.244,-96.70717031,41.90363244,,,,,,
-9906110.669,4318211.481,-99.06110669,43.18211481,,,,,,
-9819470.595,4215088.152,-98.19470595,42.15088152,,,,,,
-9659343.644,4321975.044,-96.59343644,43.21975044,,,,,,
-9248849.073,4336085.813,-92.48849073,43.36085813,,,,,,
-9361335.596,4298031.75,-93.61335596,42.9803175,,,,,,
-9309233.646,4297018.195,-93.09233646,42.97018195,,,,,,
-9544200.307,4163713.734,-95.44200307,41.63713734,,,,,,
-9546743.984,4167719.188,-95.46743984,41.67719188,,,,,,
-9552532.637,4295255.808,-95.52532637,42.95255808,,,,,,
-9427224.347,4282567.207,-94.27224347,42.82567207,,,,,,
-9519845.8,4191209.467,-95.198458,41.91209467,,,,,,
-9527993.5,4179806.502,-95.279935,41.79806502,,,,,,
-9307938.136,4350976.398,-93.07938136,43.50976398,,,,,,
-9326566.803,4321434.416,-93.26566803,43.21434416,,,,,,
-9392629.425,4300037.788,-93.92629425,43.00037788,,,,,,
-9477179.632,4326711.078,-94.77179632,43.26711078,,,,,,
-9503743.432,4337270.353,-95.03743432,43.37270353,,,,,,
-9351770.458,4354092.761,-93.51770458,43.54092761,,,,,,
-9652870.956,4234462.088,-96.52870956,42.34462088,,,,,,
-9808913.013,4252384.833,-98.08913013,42.52384833,,,,,,
-9659852.348,4274688.201,-96.59852348,42.74688201,,,,,,
-9810041.422,4251854.402,-98.10041422,42.51854402,,,,,,
-9962373.341,4184845.617,-99.62373341,41.84845617,,,,,,
-9946302.127,4197094.377,-99.46302127,41.97094377,,,,,,
-9707256.536,4256243.72,-97.07256536,42.5624372,,,,,,
-9808240.475,4340447.06,-98.08240475,43.4044706,,,,,,
-9692165.038,4381116.971,-96.92165038,43.81116971,,,,,,
-9917162.741,4260786.627,-99.17162741,42.60786627,,,,,,
-9951902.671,4226837.197,-99.51902671,42.26837197,,,,,,
-9652372.18,4357522.828,-96.5237218,43.57522828,,,,,,
-9664920.63,4225760.198,-96.6492063,42.25760198,,,,,,
-9656216.303,4192802.748,-96.56216303,41.92802748,,,,,,
-9703046.248,4303279.878,-97.03046248,43.03279878,,,,,,
-9783150.362,4387523.75,-97.83150362,43.8752375,,,,,,
-9914447.247,4288997.851,-99.14447247,42.88997851,,,,,,
-9841081.744,4227144.482,-98.41081744,42.27144482,,,,,,
-9815143.062,4319915.365,-98.15143062,43.19915365,,,,,,
-9881975.969,4167956.627,-98.81975969,41.67956627,,,,,,
-9883893.002,4250566.35,-98.83893002,42.5056635,,,,,,
-10001880.02,4209843.28,-100.0188002,42.0984328,,,,,,
-9897186.046,4256510.528,-98.97186046,42.56510528,,,,,,
-9819558.651,4350711.056,-98.19558651,43.50711056,,,,,,
-9384307.083,4214201.781,-93.84307083,42.14201781,,,,,,
-9270086.995,4322401.686,-92.70086995,43.22401686,,,,,,
-9297579.143,4286801.962,-92.97579143,42.86801962,,,,,,
-9525250.452,4211672.834,-95.25250452,42.11672834,,,,,,
-9575667.704,4372430.566,-95.75667704,43.72430566,,,,,,
-9441065.994,4230158.123,-94.41065994,42.30158123,,,,,,
-9381913.041,4236155.387,-93.81913041,42.36155387,,,,,,
-9577211.376,4311184.404,-95.77211376,43.11184404,,,,,,
-9264310.466,4278982.933,-92.64310466,42.78982933,,,,,,
-9510435.868,4356783.432,-95.10435868,43.56783432,,,,,,
-9563234.578,4167142.385,-95.63234578,41.67142385,,,,,,
-9490907.439,4320888.344,-94.90907439,43.20888344,,,,,,
-9570405.235,4219689.194,-95.70405235,42.19689194,,,,,,
-9376827.538,4274601.757,-93.76827538,42.74601757,,,,,,
-9499344.861,4181746.944,-94.99344861,41.81746944,,,,,,
-9363837.945,4352938.408,-93.63837945,43.52938408,,,,,,
-9417189.719,4314507.7,-94.17189719,43.145077,,,,,,
-9398303.828,4304722.678,-93.98303828,43.04722678,,,,,,
-9402505.543,4245688.12,-94.02505543,42.4568812,,,,,,
-9484241.073,4307253.081,-94.84241073,43.07253081,,,,,,
-9278403.372,4327578.641,-92.78403372,43.27578641,,,,,,
-9465188.324,4296481.157,-94.65188324,42.96481157,,,,,,
-9465791.851,4273985.784,-94.65791851,42.73985784,,,,,,
-9379679.546,4300877.831,-93.79679546,43.00877831,,,,,,
-9570464.137,4319128.102,-95.70464137,43.19128102,,,,,,
-9403758.198,4363049.319,-94.03758198,43.63049319,,,,,,
-9510341.262,4301300.435,-95.10341262,43.01300435,,,,,,
-9513153.817,4290207.199,-95.13153817,42.90207199,,,,,,
-9537740.533,4362656.126,-95.37740533,43.62656126,,,,,,
-9394931.977,4167780.397,-93.94931977,41.67780397,,,,,,
-9101388.974,4378911.514,-91.01388974,43.78911514,,,,,,
-9447655.14,4221994.381,-94.4765514,42.21994381,,,,,,
-9537852.667,4318508.104,-95.37852667,43.18508104,,,,,,
-9409062.425,4181815.833,-94.09062425,41.81815833,,,,,,
-9414082.427,4195852.02,-94.14082427,41.9585202,,,,,,
-9463679.626,4227727.942,-94.63679626,42.27727942,,,,,,
-9455815.53,4244456.495,-94.5581553,42.44456495,,,,,,
-9572941.464,4292262.528,-95.72941464,42.92262528,,,,,,
-9411204.114,4310301.601,-94.11204114,43.10301601,,,,,,
-9342702.494,4298044.139,-93.42702494,42.98044139,,,,,,
-9912233.812,4229168.829,-99.12233812,42.29168829,,,,,,
-9350865.793,4297196.429,-93.50865793,42.97196429,,,,,,
-9674697.913,4269658.091,-96.74697913,42.69658091,,,,,,
-9614296.219,4278268.38,-96.14296219,42.7826838,,,,,,
-9890632.683,4261974.079,-98.90632683,42.61974079,,,,,,
-9898437.436,4275850.04,-98.98437436,42.7585004,,,,,,
-9723457.523,4198475.153,-97.23457523,41.98475153,,,,,,
-9911349.031,4358909.128,-99.11349031,43.58909128,,,,,,
-9776840.146,4171875.16,-97.76840146,41.7187516,,,,,,
-9632551.208,4267365.936,-96.32551208,42.67365936,,,,,,
-9645867.529,4265052.533,-96.45867529,42.65052533,,,,,,
-9629736.933,4377586.017,-96.29736933,43.77586017,,,,,,
-9661512.245,4207806.443,-96.61512245,42.07806443,,,,,,
-9752239.31,4176905.674,-97.5223931,41.76905674,,,,,,
-9648909.706,4271422.595,-96.48909706,42.71422595,,,,,,
-9827657.4,4325006.854,-98.276574,43.25006854,,,,,,
-9914202.037,4359510.052,-99.14202037,43.59510052,,,,,,
-9620716.253,4230216.254,-96.20716253,42.30216254,,,,,,
-9895417.802,4171952.116,-98.95417802,41.71952116,,,,,,
-9863431.346,4194595.018,-98.63431346,41.94595018,,,,,,
-9778672.087,4217667.647,-97.78672087,42.17667647,,,,,,
-9991402.317,4243325.028,-99.91402317,42.43325028,,,,,,
-9809395.561,4243585.602,-98.09395561,42.43585602,,,,,,
-9594785.455,4291094.14,-95.94785455,42.9109414,,,,,,
-9839121.32,4259172.988,-98.3912132,42.59172988,,,,,,
-9824870.362,4179336.232,-98.24870362,41.79336232,,,,,,
-9657717.132,4332225.5,-96.57717132,43.322255,,,,,,
-9854254.205,4218544.576,-98.54254205,42.18544576,,,,,,
-9862590.063,4234396.663,-98.62590063,42.34396663,,,,,,
-9947452.231,4243655.223,-99.47452231,42.43655223,,,,,,
-9815098.461,4175519.995,-98.15098461,41.75519995,,,,,,
-9868372.135,4166391.353,-98.68372135,41.66391353,,,,,,
-9878675.105,4243988.648,-98.78675105,42.43988648,,,,,,
-9681865.362,4261288.775,-96.81865362,42.61288775,,,,,,
-9692410.31,4246448.565,-96.9241031,42.46448565,,,,,,
-9412261.37,4291515.444,-94.1226137,42.91515444,,,,,,
-9577645.21,4234187.066,-95.7764521,42.34187066,,,,,,
-9434231.853,4341146.034,-94.34231853,43.41146034,,,,,,
-9363255.605,4288336.165,-93.63255605,42.88336165,,,,,,
-9454087.649,4210808.761,-94.54087649,42.10808761,,,,,,
-9223554.569,4365176.225,-92.23554569,43.65176225,,,,,,
-9548033.866,4264290.16,-95.48033866,42.6429016,,,,,,
-9479911.59,4333266.826,-94.7991159,43.33266826,,,,,,
